titulo,poster,genero,titulo2,url
¿Y dónde está el fantasma? 2 (2014),https://image.tmdb.org/t/p/w185/7xvLGlzqlMdJi7b2w1SKycsbpVI.jpg,Comedia Terror,A Haunted House 2 Paranormal Movie 2,https://www.wflix.lat/2025/01/y-donde-esta-el-fantasma-2.html
Dulce Venganza (2010),https://image.tmdb.org/t/p/w185/inUlrn9Sk59SJLlY90bZ4Web8Ic.jpg,Suspense Crimen Terror,I Spit on Your Grave Escupiré sobre tu tumba,https://www.wflix.lat/2025/01/dulce-venganza.html
Dulce venganza 2 (2013),https://image.tmdb.org/t/p/w185/hC3zDl28waEPRoaweasE4vNfnkf.jpg,Suspense Terror Crimen,I Spit on Your Grave 2 Escupiré sobre tu tumba 2,https://www.wflix.lat/2025/01/dulce-venganza-2.html
El juego de la fortuna (2011),https://image.tmdb.org/t/p/w185/ms9WEALWyumQ80Zkkb94gyUsjIZ.jpg,Drama,Moneyball Moneyball: Rompiendo las reglas,https://www.wflix.lat/2025/01/el-juego-de-la-fortuna.html
Garra (2022),https://image.tmdb.org/t/p/w185/yjtvXD7FyjQSLqvatkY0y1CNazR.jpg,Drama Comedia,Hustle Garra,https://www.wflix.lat/2025/01/garra.html
Extraordinario (2017),https://image.tmdb.org/t/p/w185/wowB0C4S5KX5SNbhGMkbZZEOqCR.jpg,Drama Familia,Wonder ,https://www.wflix.lat/2025/01/extraordinario.html
Home: No hay lugar como el hogar (2015),https://image.tmdb.org/t/p/w185/xLtECSlnREhgjKyTqq1jOObO40B.jpg,Fantasía Comedia Animación Ciencia ficción Familia,Home Home: Hogar dulce hogar,https://www.wflix.lat/2025/01/home-no-hay-lugar-como-el-hogar.html
Willy Wonka y la fábrica de chocolate (1971),https://image.tmdb.org/t/p/w185/tUVyOKCUgPYMjcYmpn9F69JpyXK.jpg,Familia Fantasía Comedia,Willy Wonka & the Chocolate Factory Un mundo de fantasía,https://www.wflix.lat/2025/01/willy-wonka-y-la-fabrica-de-chocolate.html
Charlie y La Fábrica de Chocolate (2005),https://image.tmdb.org/t/p/w185/voJEk0WNtrcawz2hN9AwdNbvhrp.jpg,Aventura Comedia Familia Fantasía,Charlie and the Chocolate Factory Charlie y la fábrica de chocolate,https://www.wflix.lat/2025/01/charlie-y-la-fabrica-de-chocolate.html
Wonka (2023),https://image.tmdb.org/t/p/w185/6eHcR7zwvNSvkOl9jbctU0lvZQ1.jpg,Comedia Familia Fantasía,Wonka ,https://www.wflix.lat/2025/01/wonka.html
Si decido quedarme (2014),https://image.tmdb.org/t/p/w185/esicKDHOQYDVcENHTJ6RQDmcxBh.jpg,Drama,If I Stay Si decido quedarme,https://www.wflix.lat/2025/01/si-decido-quedarme.html
Mi villano Favorito (2010),https://image.tmdb.org/t/p/w185/avm0bLWtSoHk9erXAnViuPQ9mqf.jpg,Animación Familia Comedia,Despicable Me Gru. Mi villano favorito,https://www.wflix.lat/2025/01/mi-villano-favorito.html
Mi Villano Favorito 2 (2013),https://image.tmdb.org/t/p/w185/hhksXOBVJ6Mu2BwAFgPJwZxNisd.jpg,Animación Comedia Familia,Despicable Me 2 Gru 2. Mi villano favorito,https://www.wflix.lat/2025/01/mi-villano-favorito-2.html
Mi Villano Favorito 3 (2017),https://image.tmdb.org/t/p/w185/1xQ6K6623qdjVkOwEjNneMSxdiB.jpg,Acción Animación Comedia Familia Aventura,Despicable Me 3 Gru 3. Mi villano favorito,https://www.wflix.lat/2025/01/mi-villano-favorito-3.html
Mi villano Favorito 4 (2024),https://image.tmdb.org/t/p/w185/wTpzSDfbUuHPEgqgt5vwVtPHhrb.jpg,Animación Familia Comedia Ciencia ficción,Despicable Me 4 Gru 4. Mi villano favorito,https://www.wflix.lat/2025/01/mi-villano-favorito-4.html
Miedo (1996),https://image.tmdb.org/t/p/w185/2MaX1W7kAAoKIFHpXvfMGpIjCXN.jpg,Suspense,Fear Pasión obsesiva,https://www.wflix.lat/2025/01/miedo.html
Thor (2011),https://image.tmdb.org/t/p/w185/qFAVW4XJaxhj7PcpiUI5hhO9bOX.jpg,Aventura Fantasía Acción,Thor ,https://www.wflix.lat/2025/01/thor.html
Thor 2: un mundo oscuro (2013),https://image.tmdb.org/t/p/w185/gPAmH41VpK5UPaNhAiNJePzrL8z.jpg,Acción Aventura Fantasía,Thor: The Dark World Thor: el mundo oscuro,https://www.wflix.lat/2025/01/thor-2-un-mundo-oscuro.html
Thor 3: Ragnarok (2017),https://image.tmdb.org/t/p/w185/pGtkLdk4rnF2A3Yz2BHiTgRwMU4.jpg,Acción Aventura Ciencia ficción,Thor: Ragnarok ,https://www.wflix.lat/2025/01/thor-3-ragnarok.html
Thor 4: Amor y Trueno (2022),https://image.tmdb.org/t/p/w185/z9ajF6E39Hg2pXUofmUYgZHvdX.jpg,Fantasía Acción Comedia,Thor: Love and Thunder ,https://www.wflix.lat/2025/01/thor-4-amor-y-trueno.html
El Efecto Mariposa (2004),https://image.tmdb.org/t/p/w185/vtqJkVTvrxbk2BehGO6e6izsUBa.jpg,Ciencia ficción Suspense,The Butterfly Effect El efecto mariposa,https://www.wflix.lat/2025/01/el-efecto-mariposa.html
El Efecto Mariposa 2 (2006),https://image.tmdb.org/t/p/w185/jtfho3wPE46t6qYmSsFz40UzrJe.jpg,Drama Ciencia ficción Suspense,The Butterfly Effect 2 El efecto mariposa 2,https://www.wflix.lat/2025/01/el-efecto-mariposa-2.html
El Efecto Mariposa 3: Revelaciones (2009),https://image.tmdb.org/t/p/w185/cP9zhOtNvNgzsksYOecqUy5OBk5.jpg,Ciencia ficción Suspense Drama Crimen,The Butterfly Effect 3: Revelations El efecto mariposa 3: Revelaciones,https://www.wflix.lat/2025/01/el-efecto-mariposa-3-revelaciones.html
Jexi: Un celular sin filtro (2019),https://image.tmdb.org/t/p/w185/Ag2UqdvJMZxVlGJLoZhH1tdNKgu.jpg,Comedia,Jexi ,https://www.wflix.lat/2025/01/jexi-un-celular-sin-filtro.html
Capitana Marvel (2019),https://image.tmdb.org/t/p/w185/5SPa7dZ85p54xa7E9tHRmfKq5ce.jpg,Acción Aventura Ciencia ficción,Captain Marvel Capitana Marvel,https://www.wflix.lat/2025/01/capitana-marvel.html
Capitán América: El Primer Vengador (2011),https://image.tmdb.org/t/p/w185/i5eSA5DK5iAv53SB4yv57bN56o6.jpg,Acción Aventura Ciencia ficción,Captain America: The First Avenger Capitán América: El primer vengador,https://www.wflix.lat/2025/01/capitan-america-el-primer-vengador.html
Mascotas (2016),https://image.tmdb.org/t/p/w185/kfMiEhfmsAxTUoldgR4mnKndDVv.jpg,Aventura Comedia Animación Familia,The Secret Life of Pets La vida secreta de tus mascotas,https://www.wflix.lat/2025/01/mascotas.html
Mascotas 2 (2019),https://image.tmdb.org/t/p/w185/dqGsG2uNV9JGgrfODbTafPUukci.jpg,Aventura Animación Comedia Familia,The Secret Life of Pets 2 La Vida Secreta De Tus Mascotas 2,https://www.wflix.lat/2025/01/mascotas-2.html
John Wick: Otro Día para Matar (2014),https://image.tmdb.org/t/p/w185/tDl5ac1VJwMRvlgINDCsDCqg9CE.jpg,Acción Suspense,John Wick John Wick (Otro día para matar),https://www.wflix.lat/2025/01/john-wick-otro-dia-para-matar.html
John Wick 2: Un Nuevo Día para Matar (2017),https://image.tmdb.org/t/p/w185/aSmLqVTFeh9cQkcO8RWzz1gR0ez.jpg,Acción Suspense Crimen,John Wick: Chapter 2 John Wick: Pacto de sangre,https://www.wflix.lat/2025/01/john-wick-2-un-nuevo-dia-para-matar_17.html
John Wick 3: Parabellum (2019),https://image.tmdb.org/t/p/w185/aKw7oqYdfn4pkKYvp18Gd1YhK6m.jpg,Acción Suspense Crimen,John Wick: Chapter 3 - Parabellum John Wick: Capítulo 3 - Parabellum,https://www.wflix.lat/2025/01/john-wick-3-parabellum.html
John Wick 4 (2023),https://image.tmdb.org/t/p/w185/mj2Z9HnRSIEk3n7yVPoOY4Uzzfh.jpg,Acción Suspense Crimen,John Wick: Chapter 4 John Wick 4,https://www.wflix.lat/2025/01/john-wick-4.html
